ITEM,DATE,UNITS,PRICE,Unit_cost
QKER CAP N CRUNCH 14 OZ (3000006610),2/10/2010,29,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),2/17/2010,21,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),2/24/2010,15,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),3/3/2010,11,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),3/10/2010,21,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),3/17/2010,4,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),3/24/2010,8,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),3/31/2010,15,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),4/7/2010,18,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),4/14/2010,19,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),4/21/2010,11,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),4/28/2010,13,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),5/5/2010,5,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),5/12/2010,25,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),5/19/2010,17,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),5/26/2010,15,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),6/2/2010,16,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),6/9/2010,27,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),6/16/2010,27,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),6/23/2010,12,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),6/30/2010,9,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),7/7/2010,12,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),7/14/2010,20,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),7/21/2010,7,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),7/28/2010,4,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),8/4/2010,19,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),8/11/2010,155,1.42,0.4686
QKER CAP N CRUNCH 14 OZ (3000006610),8/18/2010,21,2.34,0.7722
QKER CAP N CRUNCH 14 OZ (3000006610),8/25/2010,9,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),9/1/2010,11,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),9/8/2010,70,1.98,0.6534
QKER CAP N CRUNCH 14 OZ (3000006610),9/15/2010,85,1.98,0.6534
QKER CAP N CRUNCH 14 OZ (3000006610),9/22/2010,40,1.98,0.6534
QKER CAP N CRUNCH 14 OZ (3000006610),9/29/2010,29,1.98,0.6534
QKER CAP N CRUNCH 14 OZ (3000006610),10/6/2010,12,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),10/13/2010,36,2.29,0.7557
QKER CAP N CRUNCH 14 OZ (3000006610),10/20/2010,13,2.29,0.7557
QKER CAP N CRUNCH 14 OZ (3000006610),10/27/2010,11,2.29,0.7557
QKER CAP N CRUNCH 14 OZ (3000006610),11/3/2010,7,2.29,0.7557
QKER CAP N CRUNCH 14 OZ (3000006610),11/10/2010,43,1.99,0.6567
QKER CAP N CRUNCH 14 OZ (3000006610),11/17/2010,7,1.99,0.6567
QKER CAP N CRUNCH 14 OZ (3000006610),11/24/2010,14,2.39,0.7887
QKER CAP N CRUNCH 14 OZ (3000006610),12/1/2010,11,2.39,0.7887
QKER CAP N CRUNCH 14 OZ (3000006610),12/8/2010,16,2.39,0.7887
QKER CAP N CRUNCH 14 OZ (3000006610),12/15/2010,25,2.39,0.7887
QKER CAP N CRUNCH 14 OZ (3000006610),12/22/2010,29,2,0.66
QKER CAP N CRUNCH 14 OZ (3000006610),12/29/2010,27,2,0.66
QKER CAP N CRUNCH 14 OZ (3000006610),1/5/2011,18,2.39,0.7887
QKER CAP N CRUNCH 14 OZ (3000006610),1/12/2011,28,2.39,0.7887
QKER CAP N CRUNCH 14 OZ (3000006610),1/19/2011,11,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),1/26/2011,17,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),2/2/2011,14,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),2/9/2011,10,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),2/16/2011,60,1.89,0.6237
QKER CAP N CRUNCH 14 OZ (3000006610),2/23/2011,43,1.88,0.6204
QKER CAP N CRUNCH 14 OZ (3000006610),3/2/2011,17,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),3/9/2011,22,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),3/16/2011,20,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),3/23/2011,11,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),3/30/2011,12,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),4/6/2011,73,1.88,0.6204
QKER CAP N CRUNCH 14 OZ (3000006610),4/13/2011,116,1.88,0.6204
QKER CAP N CRUNCH 14 OZ (3000006610),4/20/2011,18,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),4/27/2011,21,2.59,0.8547
QKER CAP N CRUNCH 14 OZ (3000006610),5/4/2011,11,2.66,0.8778
QKER CAP N CRUNCH 14 OZ (3000006610),5/11/2011,33,2.25,0.7425
QKER CAP N CRUNCH 14 OZ (3000006610),5/18/2011,24,2.37,0.7821
QKER CAP N CRUNCH 14 OZ (3000006610),5/25/2011,20,2.74,0.9042
QKER CAP N CRUNCH 14 OZ (3000006610),6/1/2011,4,2.92,0.9636
QKER CAP N CRUNCH 14 OZ (3000006610),6/8/2011,15,2.92,0.9636
QKER CAP N CRUNCH 14 OZ (3000006610),6/15/2011,21,3.09,1.0197
QKER CAP N CRUNCH 14 OZ (3000006610),6/22/2011,9,3.09,1.0197
QKER CAP N CRUNCH 14 OZ (3000006610),6/29/2011,4,3.09,1.0197
QKER CAP N CRUNCH 14 OZ (3000006610),7/6/2011,8,3.09,1.0197
QKER CAP N CRUNCH 14 OZ (3000006610),7/13/2011,4,3.09,1.0197
QKER CAP N CRUNCH 14 OZ (3000006610),7/20/2011,4,2.19,0.7227
QKER CAP N CRUNCH 14 OZ (3000006610),8/10/2011,1,3.09,1.0197
QKER CAP N CRUNCH 14 OZ (3000006610),8/31/2011,1,1.99,0.6567
QKER CAP N CRUNCH 14 OZ (3000006610),9/7/2011,4,1.99,0.6567
QKER CAP N CRUNCH 14 OZ (3000006610),9/14/2011,2,1.99,0.6567
COLG SPEARMINT WISP 16 CT (3500068914),9/9/2009,1,7.99,2.6367
COLG SPEARMINT WISP 16 CT (3500068914),11/4/2009,1,7.99,2.6367
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),1/14/2009,2,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),1/21/2009,2,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),1/28/2009,4,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),2/25/2009,1,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),3/11/2009,2,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),3/25/2009,3,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),4/1/2009,2,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),4/15/2009,1,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),4/22/2009,2,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),5/20/2009,3,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),5/27/2009,2,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),7/15/2009,3,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),7/22/2009,2,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),8/12/2009,1,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),8/26/2009,1,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),9/2/2009,2,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),9/9/2009,1,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),9/16/2009,1,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),9/23/2009,1,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),10/7/2009,3,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),10/21/2009,1,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),10/28/2009,1,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),11/4/2009,1,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),11/18/2009,1,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),12/2/2009,3,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),12/16/2009,1,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),12/30/2009,1,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),1/13/2010,1,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),1/27/2010,2,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),2/3/2010,1,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),2/10/2010,2,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),2/17/2010,2,2.8,0.924
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),3/10/2010,2,3.49,1.1517
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),4/21/2010,1,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),4/28/2010,2,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),5/12/2010,2,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),6/16/2010,2,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),7/7/2010,1,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),7/14/2010,1,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),7/21/2010,1,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),8/4/2010,1,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),9/8/2010,4,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),9/29/2010,1,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),10/20/2010,1,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),10/27/2010,1,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),11/10/2010,1,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),11/17/2010,1,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),12/1/2010,1,3.58,1.1814
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),12/29/2010,1,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),1/5/2011,4,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),1/12/2011,4,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),2/2/2011,1,3.69,1.2177
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),2/9/2011,1,3.69,1.2177
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),3/9/2011,1,2.5,0.825
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),3/23/2011,1,2.69,0.8877
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),4/13/2011,1,3.46,1.1418
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),5/11/2011,1,2.49,0.8217
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),6/1/2011,2,2.49,0.8217
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),6/22/2011,1,3.22,1.0626
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),8/17/2011,1,3.46,1.1418
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),11/2/2011,2,2,0.66
CREST PH WHTG CLN MINT TP 4.2 OZ (3700019521),12/21/2011,1,3.56,1.1748
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),1/28/2009,1,4.69,1.5477
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),2/11/2009,2,4.69,1.5477
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),2/25/2009,1,4.69,1.5477
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),3/4/2009,1,3.5,1.155
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),3/11/2009,2,3.5,1.155
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),4/1/2009,1,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),4/8/2009,1,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),4/22/2009,1,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),5/6/2009,1,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),5/13/2009,2,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),7/1/2009,2,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),7/8/2009,1,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),7/22/2009,2,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/5/2009,3,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/19/2009,2,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/26/2009,1,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),9/9/2009,2,3.47,1.1451
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),9/23/2009,1,3.47,1.1451
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),9/30/2009,1,3.47,1.1451
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),10/7/2009,5,3.79,1.2507
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),10/14/2009,1,3.79,1.2507
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),10/21/2009,1,3.79,1.2507
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),11/11/2009,2,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),11/18/2009,1,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),11/25/2009,1,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),12/9/2009,2,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),12/16/2009,2,4.19,1.3827
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),12/23/2009,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),1/6/2010,3,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),1/27/2010,4,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),2/10/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),2/17/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),2/24/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),3/3/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),3/10/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),3/24/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),3/31/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),4/7/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),4/14/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),4/21/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),4/28/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),5/5/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),5/12/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),5/26/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),6/16/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),6/23/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),6/30/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),7/7/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),7/14/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),7/21/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),7/28/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/4/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/11/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/18/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/25/2010,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),9/8/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),9/22/2010,3,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),9/29/2010,1,3.5,1.155
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),10/13/2010,2,3.5,1.155
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),10/27/2010,4,3.5,1.155
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),11/3/2010,1,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),11/10/2010,2,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),11/17/2010,2,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),11/24/2010,1,2.99,0.9867
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),12/8/2010,2,2.99,0.9867
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),12/15/2010,2,2.99,0.9867
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),12/22/2010,2,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),1/5/2011,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),1/19/2011,1,3.99,1.3167
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),2/2/2011,2,3.5,1.155
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),2/9/2011,2,3.5,1.155
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),2/23/2011,1,3.5,1.155
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),3/16/2011,1,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),3/23/2011,1,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),3/30/2011,2,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),4/6/2011,2,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),4/13/2011,2,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),4/20/2011,2,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),5/4/2011,2,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),5/11/2011,1,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),5/18/2011,1,4.29,1.4157
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),5/25/2011,1,4.92,1.6236
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),6/8/2011,2,3.49,1.1517
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),6/22/2011,3,3.49,1.1517
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),7/13/2011,4,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),7/20/2011,1,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),7/27/2011,1,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/3/2011,1,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/10/2011,2,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/17/2011,1,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),8/31/2011,2,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),9/7/2011,2,3.49,1.1517
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),9/14/2011,2,3.49,1.1517
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),9/21/2011,1,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),9/28/2011,1,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),10/5/2011,3,2.99,0.9867
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),11/16/2011,1,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),11/23/2011,2,2.99,0.9867
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),11/30/2011,2,2.99,0.9867
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),12/14/2011,1,4.48,1.4784
SCOPE ORIG MINT MOUTHWASH 1 LT (3700031613),12/21/2011,1,4.48,1.4784
CREST PH CLN MINT RINSE 1 LT (3700044982),1/14/2009,2,5,1.65
CREST PH CLN MINT RINSE 1 LT (3700044982),1/28/2009,2,5,1.65
CREST PH CLN MINT RINSE 1 LT (3700044982),2/4/2009,1,4.99,1.6467
CREST PH CLN MINT RINSE 1 LT (3700044982),2/11/2009,2,4.99,1.6467
CREST PH CLN MINT RINSE 1 LT (3700044982),2/18/2009,1,4.99,1.6467
CREST PH CLN MINT RINSE 1 LT (3700044982),6/10/2009,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),7/1/2009,1,4.99,1.6467
CREST PH CLN MINT RINSE 1 LT (3700044982),7/22/2009,2,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),8/12/2009,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),8/26/2009,2,4.47,1.4751
CREST PH CLN MINT RINSE 1 LT (3700044982),9/2/2009,1,4.47,1.4751
CREST PH CLN MINT RINSE 1 LT (3700044982),9/9/2009,1,4.47,1.4751
CREST PH CLN MINT RINSE 1 LT (3700044982),9/16/2009,1,4.47,1.4751
CREST PH CLN MINT RINSE 1 LT (3700044982),9/30/2009,2,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),10/14/2009,2,4.99,1.6467
CREST PH CLN MINT RINSE 1 LT (3700044982),10/28/2009,1,4.99,1.6467
CREST PH CLN MINT RINSE 1 LT (3700044982),11/11/2009,2,5.34,1.7622
CREST PH CLN MINT RINSE 1 LT (3700044982),1/13/2010,1,4.5,1.485
CREST PH CLN MINT RINSE 1 LT (3700044982),1/20/2010,1,4.5,1.485
CREST PH CLN MINT RINSE 1 LT (3700044982),1/27/2010,3,4.5,1.485
CREST PH CLN MINT RINSE 1 LT (3700044982),2/24/2010,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),3/10/2010,1,4.49,1.4817
CREST PH CLN MINT RINSE 1 LT (3700044982),3/31/2010,1,4.49,1.4817
CREST PH CLN MINT RINSE 1 LT (3700044982),4/7/2010,2,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),4/21/2010,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),5/12/2010,2,4.99,1.6467
CREST PH CLN MINT RINSE 1 LT (3700044982),5/19/2010,2,4.99,1.6467
CREST PH CLN MINT RINSE 1 LT (3700044982),5/26/2010,2,4.99,1.6467
CREST PH CLN MINT RINSE 1 LT (3700044982),6/9/2010,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),6/16/2010,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),6/30/2010,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),7/21/2010,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),8/4/2010,1,4.79,1.5807
CREST PH CLN MINT RINSE 1 LT (3700044982),8/11/2010,1,4.79,1.5807
CREST PH CLN MINT RINSE 1 LT (3700044982),8/18/2010,2,4.79,1.5807
CREST PH CLN MINT RINSE 1 LT (3700044982),8/25/2010,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),9/8/2010,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),9/22/2010,3,4.49,1.4817
CREST PH CLN MINT RINSE 1 LT (3700044982),10/6/2010,1,4.49,1.4817
CREST PH CLN MINT RINSE 1 LT (3700044982),10/20/2010,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),11/3/2010,3,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),11/10/2010,1,4.5,1.485
CREST PH CLN MINT RINSE 1 LT (3700044982),11/17/2010,1,4.5,1.485
CREST PH CLN MINT RINSE 1 LT (3700044982),11/24/2010,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),12/8/2010,2,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),1/5/2011,1,4.49,1.4817
CREST PH CLN MINT RINSE 1 LT (3700044982),1/12/2011,1,4.49,1.4817
CREST PH CLN MINT RINSE 1 LT (3700044982),1/19/2011,1,4.49,1.4817
CREST PH CLN MINT RINSE 1 LT (3700044982),1/26/2011,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),2/2/2011,3,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),2/9/2011,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),2/16/2011,3,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),2/23/2011,2,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),3/2/2011,2,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),3/16/2011,2,4.49,1.4817
CREST PH CLN MINT RINSE 1 LT (3700044982),3/30/2011,1,5.49,1.8117
CREST PH CLN MINT RINSE 1 LT (3700044982),4/6/2011,1,5.49,1.8117
