ITEM,DATE,UNITS,PRICE,Unit_cost
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),4/28/2010,9,0.98,0.3234
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),5/5/2010,7,0.99,0.3267
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),5/12/2010,4,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),5/19/2010,2,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),5/26/2010,4,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),6/2/2010,5,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),6/9/2010,3,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),6/23/2010,3,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),6/30/2010,2,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),7/7/2010,4,0.98,0.3234
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),7/14/2010,5,0.98,0.3234
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),7/21/2010,2,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),7/28/2010,2,1.5,0.495
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),8/11/2010,2,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),8/18/2010,2,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),8/25/2010,7,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),9/1/2010,3,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),9/8/2010,2,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),9/15/2010,5,0.98,0.3234
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),9/22/2010,6,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),9/29/2010,2,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),10/13/2010,7,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),11/3/2010,3,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),11/10/2010,3,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),11/17/2010,3,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),11/24/2010,2,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),12/1/2010,3,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),12/8/2010,1,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),12/15/2010,3,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),12/22/2010,4,0.98,0.3234
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),1/5/2011,2,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),1/12/2011,5,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),1/19/2011,3,1.47,0.4851
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),1/26/2011,3,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),2/2/2011,3,1.53,0.5049
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),2/9/2011,2,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),2/16/2011,1,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),2/23/2011,2,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),3/9/2011,2,1.53,0.5049
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),3/16/2011,1,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),3/23/2011,3,1.53,0.5049
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),4/6/2011,2,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),4/13/2011,1,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),4/20/2011,2,1.58,0.5214
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),4/27/2011,1,1.42,0.4686
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),5/4/2011,10,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),5/11/2011,3,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),5/18/2011,5,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),5/25/2011,5,1.08,0.3564
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),6/8/2011,2,1.69,0.5577
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),6/22/2011,1,1.69,0.5577
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),6/29/2011,3,1.63,0.5379
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),7/6/2011,2,1.69,0.5577
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),7/13/2011,1,1.69,0.5577
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),7/20/2011,2,1.61,0.5313
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),7/27/2011,5,1.69,0.5577
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),8/3/2011,10,0.99,0.3267
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),8/10/2011,2,0.95,0.3135
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),8/17/2011,1,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),8/24/2011,4,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),8/31/2011,2,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),9/7/2011,1,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),9/14/2011,8,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),9/21/2011,3,1.69,0.5577
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),9/28/2011,3,1.69,0.5577
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),10/5/2011,6,1.69,0.5577
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),10/12/2011,4,1.65,0.5445
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),10/19/2011,5,1.66,0.5478
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),10/26/2011,1,1.69,0.5577
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),11/2/2011,7,0.96,0.3168
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),11/9/2011,3,0.99,0.3267
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),11/16/2011,6,0.99,0.3267
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),11/23/2011,1,1.2,0.396
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),11/30/2011,4,1.17,0.3861
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),12/7/2011,8,1,0.33
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),12/14/2011,4,1.52,0.5016
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),12/21/2011,1,1.52,0.5016
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),12/28/2011,2,1.69,0.5577
PL ANTSPTC SPG MNT MTHWS 500 ML (1111038080),1/4/2012,2,1.61,0.5313
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/14/2009,14,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/21/2009,12,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/28/2009,18,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/4/2009,13,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/11/2009,16,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/18/2009,9,1.61,0.5313
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/25/2009,22,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/4/2009,2,1.61,0.5313
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/11/2009,32,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/18/2009,19,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/25/2009,29,1.64,0.5412
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/1/2009,12,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/8/2009,16,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/15/2009,17,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/22/2009,6,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/29/2009,14,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/6/2009,31,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/13/2009,24,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/20/2009,20,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/27/2009,22,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/3/2009,23,1.64,0.5412
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/10/2009,41,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/17/2009,34,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/24/2009,18,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/1/2009,12,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/8/2009,15,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/15/2009,24,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/22/2009,10,1.82,0.6006
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/29/2009,13,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/5/2009,15,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/12/2009,32,1.62,0.5346
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/19/2009,22,1.64,0.5412
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/26/2009,16,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/2/2009,13,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/9/2009,22,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/16/2009,39,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/23/2009,9,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/30/2009,5,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/7/2009,7,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/14/2009,18,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/21/2009,5,1.85,0.6105
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/28/2009,10,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/4/2009,10,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/11/2009,22,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/18/2009,20,1.6,0.528
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/25/2009,19,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/2/2009,17,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/9/2009,15,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/16/2009,9,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/23/2009,3,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/30/2009,10,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/6/2010,12,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/13/2010,17,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/20/2010,16,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/27/2010,12,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/3/2010,9,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/10/2010,23,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/17/2010,26,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/24/2010,25,1.68,0.5544
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/3/2010,9,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/10/2010,17,1.64,0.5412
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/17/2010,1,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/24/2010,7,1.86,0.6138
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/31/2010,6,1.86,0.6138
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/7/2010,16,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/14/2010,31,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/21/2010,30,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/28/2010,18,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/5/2010,8,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/12/2010,6,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/19/2010,17,1.8,0.594
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/26/2010,10,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/2/2010,5,1.85,0.6105
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/9/2010,15,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/16/2010,13,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/23/2010,7,1.86,0.6138
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/30/2010,9,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/7/2010,12,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/14/2010,11,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/21/2010,14,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/28/2010,13,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/4/2010,17,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/11/2010,22,1.7,0.561
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/18/2010,17,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/25/2010,23,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/1/2010,9,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/8/2010,23,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/15/2010,14,1.69,0.5577
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/22/2010,24,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/29/2010,22,1.6,0.528
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/6/2010,12,1.69,0.5577
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/13/2010,30,1.6,0.528
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/20/2010,15,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/27/2010,14,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/3/2010,7,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/10/2010,30,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/17/2010,7,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/24/2010,14,1.68,0.5544
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/1/2010,9,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/8/2010,20,1.62,0.5346
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/15/2010,22,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/22/2010,14,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/29/2010,8,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/5/2011,25,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/12/2011,30,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/19/2011,23,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/26/2011,24,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/2/2011,19,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/9/2011,32,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/16/2011,34,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),2/23/2011,33,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/2/2011,13,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/9/2011,26,1.66,0.5478
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/16/2011,15,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/23/2011,17,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),3/30/2011,14,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/6/2011,22,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/13/2011,32,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/20/2011,15,1.86,0.6138
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),4/27/2011,12,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/4/2011,24,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/11/2011,32,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/18/2011,4,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),5/25/2011,19,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/1/2011,16,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/8/2011,32,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/15/2011,35,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/22/2011,24,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),6/29/2011,17,1.84,0.6072
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/6/2011,16,1.83,0.6039
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/13/2011,33,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/20/2011,22,1.68,0.5544
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),7/27/2011,15,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/3/2011,16,1.64,0.5412
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/10/2011,20,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/17/2011,10,1.7,0.561
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/24/2011,9,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),8/31/2011,5,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/7/2011,22,1.88,0.6204
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/14/2011,23,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/21/2011,16,1.87,0.6171
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),9/28/2011,19,1.89,0.6237
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/5/2011,16,1.99,0.6567
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/12/2011,14,1.98,0.6534
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/19/2011,14,1.99,0.6567
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),10/26/2011,5,1.95,0.6435
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/2/2011,13,1.99,0.6567
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/9/2011,16,1.96,0.6468
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/16/2011,13,1.95,0.6435
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/23/2011,12,1.99,0.6567
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),11/30/2011,8,1.99,0.6567
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/7/2011,12,1.82,0.6006
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/14/2011,14,1.63,0.5379
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/21/2011,8,1.67,0.5511
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),12/28/2011,3,1.65,0.5445
PL HONEY NUT TOASTD OATS 12.25 OZ (1111085319),1/4/2012,4,1.66,0.5478
PL RAISIN BRAN 20 OZ (1111085345),1/14/2009,29,1.88,0.6204
PL RAISIN BRAN 20 OZ (1111085345),1/21/2009,20,1.87,0.6171
PL RAISIN BRAN 20 OZ (1111085345),1/28/2009,12,1.89,0.6237
PL RAISIN BRAN 20 OZ (1111085345),2/4/2009,23,1.89,0.6237
PL RAISIN BRAN 20 OZ (1111085345),2/11/2009,28,1.88,0.6204
PL RAISIN BRAN 20 OZ (1111085345),2/18/2009,24,1.64,0.5412
PL RAISIN BRAN 20 OZ (1111085345),2/25/2009,28,1.66,0.5478
PL RAISIN BRAN 20 OZ (1111085345),3/4/2009,24,1.63,0.5379
PL RAISIN BRAN 20 OZ (1111085345),3/11/2009,32,1.65,0.5445
PL RAISIN BRAN 20 OZ (1111085345),3/18/2009,34,1.63,0.5379
PL RAISIN BRAN 20 OZ (1111085345),3/25/2009,34,1.67,0.5511
PL RAISIN BRAN 20 OZ (1111085345),4/1/2009,15,1.88,0.6204
PL RAISIN BRAN 20 OZ (1111085345),4/8/2009,14,1.89,0.6237
PL RAISIN BRAN 20 OZ (1111085345),4/15/2009,11,1.8,0.594
PL RAISIN BRAN 20 OZ (1111085345),4/22/2009,19,1.89,0.6237
PL RAISIN BRAN 20 OZ (1111085345),4/29/2009,13,1.83,0.6039
PL RAISIN BRAN 20 OZ (1111085345),5/6/2009,26,1.65,0.5445
PL RAISIN BRAN 20 OZ (1111085345),5/13/2009,28,1.67,0.5511
PL RAISIN BRAN 20 OZ (1111085345),5/20/2009,17,1.63,0.5379
PL RAISIN BRAN 20 OZ (1111085345),5/27/2009,34,1.64,0.5412
PL RAISIN BRAN 20 OZ (1111085345),6/3/2009,16,1.64,0.5412
PL RAISIN BRAN 20 OZ (1111085345),6/10/2009,40,1.64,0.5412
PL RAISIN BRAN 20 OZ (1111085345),6/17/2009,28,1.66,0.5478
PL RAISIN BRAN 20 OZ (1111085345),6/24/2009,9,1.87,0.6171
PL RAISIN BRAN 20 OZ (1111085345),7/1/2009,21,1.86,0.6138
PL RAISIN BRAN 20 OZ (1111085345),7/8/2009,18,1.88,0.6204
PL RAISIN BRAN 20 OZ (1111085345),7/15/2009,26,1.88,0.6204
PL RAISIN BRAN 20 OZ (1111085345),7/22/2009,13,1.84,0.6072
PL RAISIN BRAN 20 OZ (1111085345),7/29/2009,20,1.87,0.6171
PL RAISIN BRAN 20 OZ (1111085345),8/5/2009,19,1.66,0.5478
PL RAISIN BRAN 20 OZ (1111085345),8/12/2009,31,1.62,0.5346
PL RAISIN BRAN 20 OZ (1111085345),8/19/2009,27,1.7,0.561
PL RAISIN BRAN 20 OZ (1111085345),8/26/2009,24,1.62,0.5346
PL RAISIN BRAN 20 OZ (1111085345),9/2/2009,17,1.63,0.5379
PL RAISIN BRAN 20 OZ (1111085345),9/9/2009,28,1.65,0.5445
PL RAISIN BRAN 20 OZ (1111085345),9/16/2009,26,1.66,0.5478
PL RAISIN BRAN 20 OZ (1111085345),9/23/2009,13,1.89,0.6237
PL RAISIN BRAN 20 OZ (1111085345),9/30/2009,8,1.87,0.6171
PL RAISIN BRAN 20 OZ (1111085345),10/7/2009,21,1.86,0.6138
PL RAISIN BRAN 20 OZ (1111085345),10/14/2009,17,1.88,0.6204
PL RAISIN BRAN 20 OZ (1111085345),10/21/2009,13,1.88,0.6204
PL RAISIN BRAN 20 OZ (1111085345),10/28/2009,21,1.88,0.6204
PL RAISIN BRAN 20 OZ (1111085345),11/4/2009,12,1.87,0.6171
PL RAISIN BRAN 20 OZ (1111085345),11/11/2009,21,1.89,0.6237
PL RAISIN BRAN 20 OZ (1111085345),11/18/2009,15,1.67,0.5511
PL RAISIN BRAN 20 OZ (1111085345),11/25/2009,11,1.61,0.5313
PL RAISIN BRAN 20 OZ (1111085345),12/2/2009,25,1.59,0.5247
PL RAISIN BRAN 20 OZ (1111085345),12/9/2009,23,1.91,0.6303
PL RAISIN BRAN 20 OZ (1111085345),12/16/2009,22,1.85,0.6105
PL RAISIN BRAN 20 OZ (1111085345),12/23/2009,16,1.85,0.6105
PL RAISIN BRAN 20 OZ (1111085345),12/30/2009,2,1.89,0.6237
PL RAISIN BRAN 20 OZ (1111085345),1/6/2010,15,1.89,0.6237
PL RAISIN BRAN 20 OZ (1111085345),1/13/2010,18,1.89,0.6237
PL RAISIN BRAN 20 OZ (1111085345),1/20/2010,2,1.88,0.6204
PL RAISIN BRAN 20 OZ (1111085345),1/27/2010,19,1.86,0.6138
PL RAISIN BRAN 20 OZ (1111085345),2/3/2010,20,1.87,0.6171
PL RAISIN BRAN 20 OZ (1111085345),2/10/2010,28,1.65,0.5445
PL RAISIN BRAN 20 OZ (1111085345),2/17/2010,35,1.58,0.5214
PL RAISIN BRAN 20 OZ (1111085345),2/24/2010,21,1.65,0.5445
PL RAISIN BRAN 20 OZ (1111085345),3/3/2010,13,1.66,0.5478
PL RAISIN BRAN 20 OZ (1111085345),3/10/2010,35,1.68,0.5544
